"COLOR","SIZE","GENDER","AGE_GROUP","PRODUCT_NAME","CATEGORY","PRODUCT_ID","PRODUCT_PURCHASING_PRICE","PRODUCT_SELLING_PRICE","SUPPLIER_ID"
"white","XS","Male","Young Adults","Thermal top","Thermals","SKU23802",88.85,113.72,"SP10006"
"blue","XS","Male","Young Adults","Thermal top","Thermals","SKU23803",98.81,126.68,"SP10011"
"gray","XS","Male","Young Adults","Thermal top","Thermals","SKU23804",21.76,26.22,"SP10014"
"navy","XS","Male","Young Adults","Thermal top","Thermals","SKU23805",69.28,86.45,"SP10004"
"red","XS","Male","Young Adults","Thermal top","Thermals","SKU23806",67.18,87.09,"SP10019"
"green","XS","Male","Young Adults","Thermal top","Thermals","SKU23807",40.67,51.39,"SP10015"
"brown","XS","Male","Young Adults","Thermal top","Thermals","SKU23808",97.94,122.75,"SP10012"
"beige","XS","Male","Young Adults","Thermal top","Thermals","SKU23809",23.52,26.41,"SP10014"
"pink","XS","Male","Young Adults","Thermal top","Thermals","SKU23810",79.95,103.23,"SP10019"
"purple","XS","Male","Young Adults","Thermal top","Thermals","SKU23811",44.32,50.36,"SP10009"
"yellow","XS","Male","Young Adults","Thermal top","Thermals","SKU23812",64.46,71.42,"SP10006"
"orange","XS","Male","Young Adults","Thermal top","Thermals","SKU23813",87.27,99.19,"SP10006"
"burgundy","XS","Male","Young Adults","Thermal top","Thermals","SKU23814",44.42,51.64,"SP10001"
"teal","XS","Male","Young Adults","Thermal top","Thermals","SKU23815",45.67,51.17,"SP10007"
"black","S","Male","Young Adults","Thermal top","Thermals","SKU23816",58.92,67.19,"SP10010"
"white","S","Male","Young Adults","Thermal top","Thermals","SKU23817",83.41,96.3,"SP10002"
"blue","S","Male","Young Adults","Thermal top","Thermals","SKU23818",99.06,127.21,"SP10019"
"gray","S","Male","Young Adults","Thermal top","Thermals","SKU23819",52.4,62.7,"SP10004"
"navy","S","Male","Young Adults","Thermal top","Thermals","SKU23820",88.16,102.14,"SP10014"
"red","S","Male","Young Adults","Thermal top","Thermals","SKU23821",26.43,31.11,"SP10003"
"green","S","Male","Young Adults","Thermal top","Thermals","SKU23822",84.78,100.1,"SP10010"
"brown","S","Male","Young Adults","Thermal top","Thermals","SKU23823",22.32,28.4,"SP10001"
"beige","S","Male","Young Adults","Thermal top","Thermals","SKU23824",94.18,110.1,"SP10005"
"pink","S","Male","Young Adults","Thermal top","Thermals","SKU23825",32.5,40.2,"SP10016"
"purple","S","Male","Young Adults","Thermal top","Thermals","SKU23826",24.67,27.79,"SP10006"
"yellow","S","Male","Young Adults","Thermal top","Thermals","SKU23827",60.24,68.9,"SP10014"
"orange","S","Male","Young Adults","Thermal top","Thermals","SKU23828",52.6,67.11,"SP10012"
"burgundy","S","Male","Young Adults","Thermal top","Thermals","SKU23829",44.77,52.02,"SP10012"
"teal","S","Male","Young Adults","Thermal top","Thermals","SKU23830",30.39,35.48,"SP10018"
"black","M","Male","Young Adults","Thermal top","Thermals","SKU23831",37.25,47.46,"SP10001"
"white","M","Male","Young Adults","Thermal top","Thermals","SKU23832",50.45,64.17,"SP10004"
"blue","M","Male","Young Adults","Thermal top","Thermals","SKU23833",62.86,69.75,"SP10018"
"gray","M","Male","Young Adults","Thermal top","Thermals","SKU23834",47.41,55.12,"SP10010"
"navy","M","Male","Young Adults","Thermal top","Thermals","SKU23835",30.98,36.31,"SP10007"
"red","M","Male","Young Adults","Thermal top","Thermals","SKU23836",87.6,107.73,"SP10017"
"green","M","Male","Young Adults","Thermal top","Thermals","SKU23837",86.69,101.37,"SP10007"
"brown","M","Male","Young Adults","Thermal top","Thermals","SKU23838",60.83,69.88,"SP10016"
"beige","M","Male","Young Adults","Thermal top","Thermals","SKU23839",42,48.45,"SP10009"
"pink","M","Male","Young Adults","Thermal top","Thermals","SKU23840",30.01,33.37,"SP10011"
"purple","M","Male","Young Adults","Thermal top","Thermals","SKU23841",54.47,65.41,"SP10002"
"yellow","M","Male","Young Adults","Thermal top","Thermals","SKU23842",29.1,34.76,"SP10004"
"orange","M","Male","Young Adults","Thermal top","Thermals","SKU23843",34.65,38.48,"SP10004"
"burgundy","M","Male","Young Adults","Thermal top","Thermals","SKU23844",30.71,36.16,"SP10007"
"teal","M","Male","Young Adults","Thermal top","Thermals","SKU23845",76.64,86.05,"SP10003"
"black","L","Male","Young Adults","Thermal top","Thermals","SKU23846",42.22,48.41,"SP10010"
"white","L","Male","Young Adults","Thermal top","Thermals","SKU23847",71.69,91.05,"SP10014"
"blue","L","Male","Young Adults","Thermal top","Thermals","SKU23848",88.35,100.1,"SP10006"
"gray","L","Male","Young Adults","Thermal top","Thermals","SKU23849",46.25,59.24,"SP10007"
"navy","L","Male","Young Adults","Thermal top","Thermals","SKU23850",48.43,53.72,"SP10001"
"red","L","Male","Young Adults","Thermal top","Thermals","SKU23851",21.96,24.56,"SP10003"
"green","L","Male","Young Adults","Thermal top","Thermals","SKU23852",65.01,78.2,"SP10007"
"brown","L","Male","Young Adults","Thermal top","Thermals","SKU23853",65.08,74.72,"SP10009"
"beige","L","Male","Young Adults","Thermal top","Thermals","SKU23854",32.92,38.11,"SP10015"
"pink","L","Male","Young Adults","Thermal top","Thermals","SKU23855",73.19,90.67,"SP10004"
"purple","L","Male","Young Adults","Thermal top","Thermals","SKU23856",69.47,87.8,"SP10005"
"yellow","L","Male","Young Adults","Thermal top","Thermals","SKU23857",75.06,93.51,"SP10014"
"orange","L","Male","Young Adults","Thermal top","Thermals","SKU23858",25.64,31.8,"SP10004"
"burgundy","L","Male","Young Adults","Thermal top","Thermals","SKU23859",88.24,98.3,"SP10009"
"teal","L","Male","Young Adults","Thermal top","Thermals","SKU23860",60.73,77.93,"SP10018"
"black","XL","Male","Young Adults","Thermal top","Thermals","SKU23861",36.49,45.8,"SP10018"
"white","XL","Male","Young Adults","Thermal top","Thermals","SKU23862",92.28,118.36,"SP10019"
"blue","XL","Male","Young Adults","Thermal top","Thermals","SKU23863",38.41,49.58,"SP10020"
"gray","XL","Male","Young Adults","Thermal top","Thermals","SKU23864",34.41,39.24,"SP10008"
"navy","XL","Male","Young Adults","Thermal top","Thermals","SKU23865",28.03,32.98,"SP10015"
"red","XL","Male","Young Adults","Thermal top","Thermals","SKU23866",66.67,82.04,"SP10007"
"green","XL","Male","Young Adults","Thermal top","Thermals","SKU23867",84.35,96.21,"SP10016"
"brown","XL","Male","Young Adults","Thermal top","Thermals","SKU23868",21.82,27.98,"SP10016"
"beige","XL","Male","Young Adults","Thermal top","Thermals","SKU23869",45.83,56.21,"SP10013"
"pink","XL","Male","Young Adults","Thermal top","Thermals","SKU23870",76.66,92.02,"SP10005"
"purple","XL","Male","Young Adults","Thermal top","Thermals","SKU23871",37,47.57,"SP10007"
"yellow","XL","Male","Young Adults","Thermal top","Thermals","SKU23872",80.86,92.74,"SP10011"
"orange","XL","Male","Young Adults","Thermal top","Thermals","SKU23873",58.53,73.29,"SP10008"
"burgundy","XL","Male","Young Adults","Thermal top","Thermals","SKU23874",87.54,110.94,"SP10007"
"teal","XL","Male","Young Adults","Thermal top","Thermals","SKU23875",53.94,61.57,"SP10016"
"black","XS","Female","Young Adults","Thermal top","Thermals","SKU23876",76.2,86.44,"SP10004"
"white","XS","Female","Young Adults","Thermal top","Thermals","SKU23877",41.01,47.72,"SP10014"
"blue","XS","Female","Young Adults","Thermal top","Thermals","SKU23878",98.57,118.02,"SP10010"
"gray","XS","Female","Young Adults","Thermal top","Thermals","SKU23879",98.03,113.02,"SP10002"
"navy","XS","Female","Young Adults","Thermal top","Thermals","SKU23880",67.58,75.75,"SP10017"
"red","XS","Female","Young Adults","Thermal top","Thermals","SKU23881",38.36,44.05,"SP10004"
"green","XS","Female","Young Adults","Thermal top","Thermals","SKU23882",58.5,70.15,"SP10008"
"brown","XS","Female","Young Adults","Thermal top","Thermals","SKU23883",89.85,107.57,"SP10016"
"beige","XS","Female","Young Adults","Thermal top","Thermals","SKU23884",46.43,60.25,"SP10013"
"pink","XS","Female","Young Adults","Thermal top","Thermals","SKU23885",78.06,95.45,"SP10017"
"purple","XS","Female","Young Adults","Thermal top","Thermals","SKU23886",57.7,69.5,"SP10002"
"yellow","XS","Female","Young Adults","Thermal top","Thermals","SKU23887",97.23,112.76,"SP10019"
"orange","XS","Female","Young Adults","Thermal top","Thermals","SKU23888",75.86,91.49,"SP10002"
"burgundy","XS","Female","Young Adults","Thermal top","Thermals","SKU23889",63.5,72.9,"SP10008"
"teal","XS","Female","Young Adults","Thermal top","Thermals","SKU23890",77.49,87.74,"SP10002"
"black","S","Female","Young Adults","Thermal top","Thermals","SKU23891",60.29,69.05,"SP10014"
"white","S","Female","Young Adults","Thermal top","Thermals","SKU23892",52.48,65.25,"SP10007"
"blue","S","Female","Young Adults","Thermal top","Thermals","SKU23893",41.51,47.05,"SP10004"
"gray","S","Female","Young Adults","Thermal top","Thermals","SKU23894",20.91,24.42,"SP10018"
"navy","S","Female","Young Adults","Thermal top","Thermals","SKU23895",29.18,34.05,"SP10009"
"red","S","Female","Young Adults","Thermal top","Thermals","SKU23896",61.55,74.31,"SP10008"
"green","S","Female","Young Adults","Thermal top","Thermals","SKU23897",50.52,59.29,"SP10001"
"brown","S","Female","Young Adults","Thermal top","Thermals","SKU23898",79.05,93.01,"SP10006"
"beige","S","Female","Young Adults","Thermal top","Thermals","SKU23899",42.12,53.18,"SP10012"
"pink","S","Female","Young Adults","Thermal top","Thermals","SKU23900",24.5,30.32,"SP10015"
"purple","S","Female","Young Adults","Thermal top","Thermals","SKU23901",44.23,54.53,"SP10013"
"yellow","S","Female","Young Adults","Thermal top","Thermals","SKU23902",66.6,84.81,"SP10016"
"orange","S","Female","Young Adults","Thermal top","Thermals","SKU23903",71.63,93.05,"SP10017"
"burgundy","S","Female","Young Adults","Thermal top","Thermals","SKU23904",29.66,34.26,"SP10018"
"teal","S","Female","Young Adults","Thermal top","Thermals","SKU23905",46.19,54.2,"SP10020"
"black","M","Female","Young Adults","Thermal top","Thermals","SKU23906",54.76,70.26,"SP10013"
"white","M","Female","Young Adults","Thermal top","Thermals","SKU23907",20.03,23.46,"SP10018"
"blue","M","Female","Young Adults","Thermal top","Thermals","SKU23908",38.93,46.74,"SP10008"
"gray","M","Female","Young Adults","Thermal top","Thermals","SKU23909",53.38,60.2,"SP10020"
"navy","M","Female","Young Adults","Thermal top","Thermals","SKU23910",61.49,71.29,"SP10015"
"red","M","Female","Young Adults","Thermal top","Thermals","SKU23911",65.97,80.11,"SP10019"
"green","M","Female","Young Adults","Thermal top","Thermals","SKU23912",77.24,98.77,"SP10013"
"brown","M","Female","Young Adults","Thermal top","Thermals","SKU23913",57.75,70.17,"SP10013"
"beige","M","Female","Young Adults","Thermal top","Thermals","SKU23914",42.05,52.81,"SP10015"
"pink","M","Female","Young Adults","Thermal top","Thermals","SKU23915",66.37,76.11,"SP10006"
"purple","M","Female","Young Adults","Thermal top","Thermals","SKU23916",86.83,104.15,"SP10015"
"yellow","M","Female","Young Adults","Thermal top","Thermals","SKU23917",46.1,51.68,"SP10012"
"orange","M","Female","Young Adults","Thermal top","Thermals","SKU23918",84.17,98.22,"SP10003"
"burgundy","M","Female","Young Adults","Thermal top","Thermals","SKU23919",86.36,110.94,"SP10017"
"teal","M","Female","Young Adults","Thermal top","Thermals","SKU23920",92.66,115.09,"SP10019"
"black","L","Female","Young Adults","Thermal top","Thermals","SKU23921",49.39,64.21,"SP10014"
"white","L","Female","Young Adults","Thermal top","Thermals","SKU23922",34.95,39.94,"SP10009"
"blue","L","Female","Young Adults","Thermal top","Thermals","SKU23923",45.86,54.35,"SP10018"
"gray","L","Female","Young Adults","Thermal top","Thermals","SKU23924",35.37,43.63,"SP10005"
"navy","L","Female","Young Adults","Thermal top","Thermals","SKU23925",85.8,103.1,"SP10005"
"red","L","Female","Young Adults","Thermal top","Thermals","SKU23926",91.07,101.87,"SP10018"
"green","L","Female","Young Adults","Thermal top","Thermals","SKU23927",90.68,110.26,"SP10005"
"brown","L","Female","Young Adults","Thermal top","Thermals","SKU23928",54.13,68.74,"SP10005"
"beige","L","Female","Young Adults","Thermal top","Thermals","SKU23929",47.01,57.15,"SP10004"
"pink","L","Female","Young Adults","Thermal top","Thermals","SKU23930",54.33,70.36,"SP10017"
"purple","L","Female","Young Adults","Thermal top","Thermals","SKU23931",55.97,69.79,"SP10018"
"yellow","L","Female","Young Adults","Thermal top","Thermals","SKU23932",40.49,49.72,"SP10014"
"orange","L","Female","Young Adults","Thermal top","Thermals","SKU23933",39.1,45.72,"SP10017"
"burgundy","L","Female","Young Adults","Thermal top","Thermals","SKU23934",52.65,67.45,"SP10005"
"teal","L","Female","Young Adults","Thermal top","Thermals","SKU23935",64.13,70.66,"SP10012"
"black","XL","Female","Young Adults","Thermal top","Thermals","SKU23936",52.24,57.79,"SP10001"
"white","XL","Female","Young Adults","Thermal top","Thermals","SKU23937",96.75,122.99,"SP10009"
"blue","XL","Female","Young Adults","Thermal top","Thermals","SKU23938",44.74,49.34,"SP10002"
"gray","XL","Female","Young Adults","Thermal top","Thermals","SKU23939",84.76,103.26,"SP10003"
"navy","XL","Female","Young Adults","Thermal top","Thermals","SKU23940",58.49,75.23,"SP10003"
"red","XL","Female","Young Adults","Thermal top","Thermals","SKU23941",79.26,96.37,"SP10010"
"green","XL","Female","Young Adults","Thermal top","Thermals","SKU23942",76.85,89.38,"SP10009"
"brown","XL","Female","Young Adults","Thermal top","Thermals","SKU23943",74.37,83.81,"SP10016"
"beige","XL","Female","Young Adults","Thermal top","Thermals","SKU23944",82.76,92.27,"SP10013"
"pink","XL","Female","Young Adults","Thermal top","Thermals","SKU23945",53.3,64,"SP10015"
"purple","XL","Female","Young Adults","Thermal top","Thermals","SKU23946",93.13,118.3,"SP10018"
"yellow","XL","Female","Young Adults","Thermal top","Thermals","SKU23947",23.83,28.52,"SP10018"
"orange","XL","Female","Young Adults","Thermal top","Thermals","SKU23948",33.04,38.57,"SP10006"
"burgundy","XL","Female","Young Adults","Thermal top","Thermals","SKU23949",81.85,99.45,"SP10008"
"teal","XL","Female","Young Adults","Thermal top","Thermals","SKU23950",65.26,73.31,"SP10009"
"black","XS","Male","Adults","Thermal top","Thermals","SKU23951",64.61,78.34,"SP10015"
"white","XS","Male","Adults","Thermal top","Thermals","SKU23952",92.94,112.43,"SP10012"
"blue","XS","Male","Adults","Thermal top","Thermals","SKU23953",44.16,50.34,"SP10005"
"gray","XS","Male","Adults","Thermal top","Thermals","SKU23954",39.84,46.58,"SP10009"
"navy","XS","Male","Adults","Thermal top","Thermals","SKU23955",92.41,114.56,"SP10004"
"red","XS","Male","Adults","Thermal top","Thermals","SKU23956",84.47,97.87,"SP10019"
"green","XS","Male","Adults","Thermal top","Thermals","SKU23957",84.09,101.62,"SP10008"
"brown","XS","Male","Adults","Thermal top","Thermals","SKU23958",24.57,30.42,"SP10015"
"beige","XS","Male","Adults","Thermal top","Thermals","SKU23959",90.95,107.6,"SP10014"
"pink","XS","Male","Adults","Thermal top","Thermals","SKU23960",72.37,81.05,"SP10003"
"purple","XS","Male","Adults","Thermal top","Thermals","SKU23961",81.81,96,"SP10013"
"yellow","XS","Male","Adults","Thermal top","Thermals","SKU23962",41.16,45.95,"SP10013"
"orange","XS","Male","Adults","Thermal top","Thermals","SKU23963",37.84,48.49,"SP10003"
"burgundy","XS","Male","Adults","Thermal top","Thermals","SKU23964",35.91,42.87,"SP10006"
"teal","XS","Male","Adults","Thermal top","Thermals","SKU23965",51.95,60.53,"SP10016"
"black","S","Male","Adults","Thermal top","Thermals","SKU23966",81.48,98.69,"SP10006"
"white","S","Male","Adults","Thermal top","Thermals","SKU23967",22.24,26.95,"SP10010"
"blue","S","Male","Adults","Thermal top","Thermals","SKU23968",49.49,58.07,"SP10004"
"gray","S","Male","Adults","Thermal top","Thermals","SKU23969",53.62,66.25,"SP10010"
"navy","S","Male","Adults","Thermal top","Thermals","SKU23970",32.4,39.94,"SP10001"
"red","S","Male","Adults","Thermal top","Thermals","SKU23971",23.02,28.98,"SP10015"
"green","S","Male","Adults","Thermal top","Thermals","SKU23972",52.66,65.37,"SP10014"
"brown","S","Male","Adults","Thermal top","Thermals","SKU23973",63.57,79.66,"SP10003"
"beige","S","Male","Adults","Thermal top","Thermals","SKU23974",35.69,46.34,"SP10016"
"pink","S","Male","Adults","Thermal top","Thermals","SKU23975",64.91,75.55,"SP10012"
"purple","S","Male","Adults","Thermal top","Thermals","SKU23976",21.87,26.81,"SP10012"
"yellow","S","Male","Adults","Thermal top","Thermals","SKU23977",41.46,48.47,"SP10005"
"orange","S","Male","Adults","Thermal top","Thermals","SKU23978",87.17,108.91,"SP10013"
"burgundy","S","Male","Adults","Thermal top","Thermals","SKU23979",59.26,75.16,"SP10006"
"teal","S","Male","Adults","Thermal top","Thermals","SKU23980",56.91,64.97,"SP10002"
"black","M","Male","Adults","Thermal top","Thermals","SKU23981",24.23,28.73,"SP10007"
"white","M","Male","Adults","Thermal top","Thermals","SKU23982",27.49,35.13,"SP10011"
"blue","M","Male","Adults","Thermal top","Thermals","SKU23983",71.82,90.48,"SP10018"
"gray","M","Male","Adults","Thermal top","Thermals","SKU23984",41.98,51.08,"SP10017"
"navy","M","Male","Adults","Thermal top","Thermals","SKU23985",97.71,107.97,"SP10013"
"red","M","Male","Adults","Thermal top","Thermals","SKU23986",84.01,108.19,"SP10019"
"green","M","Male","Adults","Thermal top","Thermals","SKU23987",78.11,96.35,"SP10018"
"brown","M","Male","Adults","Thermal top","Thermals","SKU23988",52.42,65.04,"SP10010"
"beige","M","Male","Adults","Thermal top","Thermals","SKU23989",96.67,115.54,"SP10013"
"pink","M","Male","Adults","Thermal top","Thermals","SKU23990",98.63,115.08,"SP10003"
"purple","M","Male","Adults","Thermal top","Thermals","SKU23991",55.33,67.48,"SP10008"
"yellow","M","Male","Adults","Thermal top","Thermals","SKU23992",54.55,67.46,"SP10004"
"orange","M","Male","Adults","Thermal top","Thermals","SKU23993",51.4,59,"SP10001"
"burgundy","M","Male","Adults","Thermal top","Thermals","SKU23994",83.33,103.92,"SP10014"
"teal","M","Male","Adults","Thermal top","Thermals","SKU23995",89.95,99.13,"SP10010"
"black","L","Male","Adults","Thermal top","Thermals","SKU23996",92.42,105.08,"SP10006"
"white","L","Male","Adults","Thermal top","Thermals","SKU23997",75.47,94.73,"SP10018"
"blue","L","Male","Adults","Thermal top","Thermals","SKU23998",20.05,22.17,"SP10018"
"gray","L","Male","Adults","Thermal top","Thermals","SKU23999",83.08,92.05,"SP10002"
"navy","L","Male","Adults","Thermal top","Thermals","SKU24000",86.37,111.63,"SP10007"
"red","L","Male","Adults","Thermal top","Thermals","SKU24001",55.7,63.34,"SP10005"
"green","L","Male","Adults","Thermal top","Thermals","SKU24002",31.76,39.9,"SP10002"
"brown","L","Male","Adults","Thermal top","Thermals","SKU24003",58.48,69.04,"SP10009"
"beige","L","Male","Adults","Thermal top","Thermals","SKU24004",35.53,40.94,"SP10003"
"pink","L","Male","Adults","Thermal top","Thermals","SKU24005",67.9,81.28,"SP10016"
"purple","L","Male","Adults","Thermal top","Thermals","SKU24006",66.78,80.94,"SP10005"
"yellow","L","Male","Adults","Thermal top","Thermals","SKU24007",61.39,72.81,"SP10008"
"orange","L","Male","Adults","Thermal top","Thermals","SKU24008",88.45,114.34,"SP10005"
"burgundy","L","Male","Adults","Thermal top","Thermals","SKU24009",82.85,99.49,"SP10009"
"teal","L","Male","Adults","Thermal top","Thermals","SKU24010",23.23,27.46,"SP10012"
"black","XL","Male","Adults","Thermal top","Thermals","SKU24011",48.52,61.4,"SP10019"
"white","XL","Male","Adults","Thermal top","Thermals","SKU24012",90.38,101.69,"SP10002"
"blue","XL","Male","Adults","Thermal top","Thermals","SKU24013",34.3,40.57,"SP10013"
"gray","XL","Male","Adults","Thermal top","Thermals","SKU24014",26.97,32.73,"SP10018"
"navy","XL","Male","Adults","Thermal top","Thermals","SKU24015",94.44,116.83,"SP10017"
"red","XL","Male","Adults","Thermal top","Thermals","SKU24016",30.11,35.64,"SP10014"
"green","XL","Male","Adults","Thermal top","Thermals","SKU24017",38.42,42.32,"SP10009"
"brown","XL","Male","Adults","Thermal top","Thermals","SKU24018",89.18,98.29,"SP10016"
"beige","XL","Male","Adults","Thermal top","Thermals","SKU24019",69.08,83.54,"SP10008"
"pink","XL","Male","Adults","Thermal top","Thermals","SKU24020",43.01,47.6,"SP10019"
"purple","XL","Male","Adults","Thermal top","Thermals","SKU24021",22.51,26.92,"SP10017"
"yellow","XL","Male","Adults","Thermal top","Thermals","SKU24022",82.76,106.58,"SP10007"
"orange","XL","Male","Adults","Thermal top","Thermals","SKU24023",40.79,50.48,"SP10019"
"burgundy","XL","Male","Adults","Thermal top","Thermals","SKU24024",87.03,96.75,"SP10004"
"teal","XL","Male","Adults","Thermal top","Thermals","SKU24025",99.38,115.04,"SP10011"
"black","XS","Female","Adults","Thermal top","Thermals","SKU24026",89.55,112.68,"SP10010"
"white","XS","Female","Adults","Thermal top","Thermals","SKU24027",62.92,80.08,"SP10003"
"blue","XS","Female","Adults","Thermal top","Thermals","SKU24028",49.71,58.19,"SP10002"
"gray","XS","Female","Adults","Thermal top","Thermals","SKU24029",83.43,101.35,"SP10003"
"navy","XS","Female","Adults","Thermal top","Thermals","SKU24030",71.17,79.5,"SP10013"
"red","XS","Female","Adults","Thermal top","Thermals","SKU24031",76.52,90.35,"SP10010"
"green","XS","Female","Adults","Thermal top","Thermals","SKU24032",60.15,68.33,"SP10006"
"brown","XS","Female","Adults","Thermal top","Thermals","SKU24033",26.23,30.32,"SP10008"
"beige","XS","Female","Adults","Thermal top","Thermals","SKU24034",82.99,107.08,"SP10002"
"pink","XS","Female","Adults","Thermal top","Thermals","SKU24035",84.39,106.82,"SP10010"
"purple","XS","Female","Adults","Thermal top","Thermals","SKU24036",55.27,68.28,"SP10007"
"yellow","XS","Female","Adults","Thermal top","Thermals","SKU24037",32.28,35.74,"SP10011"
"orange","XS","Female","Adults","Thermal top","Thermals","SKU24038",97.89,107.98,"SP10004"
"burgundy","XS","Female","Adults","Thermal top","Thermals","SKU24039",80.96,91.56,"SP10004"
"teal","XS","Female","Adults","Thermal top","Thermals","SKU24040",95.89,108.72,"SP10002"
"black","S","Female","Adults","Thermal top","Thermals","SKU24041",29.12,32.4,"SP10004"
"white","S","Female","Adults","Thermal top","Thermals","SKU24042",90.27,111.06,"SP10012"
"blue","S","Female","Adults","Thermal top","Thermals","SKU24043",58.99,75.74,"SP10013"
"gray","S","Female","Adults","Thermal top","Thermals","SKU24044",91.29,107.91,"SP10002"
"navy","S","Female","Adults","Thermal top","Thermals","SKU24045",76.16,96.05,"SP10007"
"red","S","Female","Adults","Thermal top","Thermals","SKU24046",99.13,112.48,"SP10009"
"green","S","Female","Adults","Thermal top","Thermals","SKU24047",49.77,55.13,"SP10004"
"brown","S","Female","Adults","Thermal top","Thermals","SKU24048",70.52,89.9,"SP10011"
"beige","S","Female","Adults","Thermal top","Thermals","SKU24049",55.4,65.05,"SP10017"
"pink","S","Female","Adults","Thermal top","Thermals","SKU24050",43.27,56.2,"SP10012"
"purple","S","Female","Adults","Thermal top","Thermals","SKU24051",77.33,97.59,"SP10020"
"yellow","S","Female","Adults","Thermal top","Thermals","SKU24052",26.95,34.34,"SP10017"
"orange","S","Female","Adults","Thermal top","Thermals","SKU24053",81.14,102.95,"SP10006"
"burgundy","S","Female","Adults","Thermal top","Thermals","SKU24054",79.93,99.58,"SP10004"
"teal","S","Female","Adults","Thermal top","Thermals","SKU24055",94.84,122.21,"SP10008"
"black","M","Female","Adults","Thermal top","Thermals","SKU24056",54.62,60.94,"SP10007"
"white","M","Female","Adults","Thermal top","Thermals","SKU24057",99.81,119.29,"SP10017"
"blue","M","Female","Adults","Thermal top","Thermals","SKU24058",63.98,81.53,"SP10007"
"gray","M","Female","Adults","Thermal top","Thermals","SKU24059",56.41,70.8,"SP10006"
"navy","M","Female","Adults","Thermal top","Thermals","SKU24060",71.47,92,"SP10017"
"red","M","Female","Adults","Thermal top","Thermals","SKU24061",92.65,111.53,"SP10020"
"green","M","Female","Adults","Thermal top","Thermals","SKU24062",34.37,38.18,"SP10007"
"brown","M","Female","Adults","Thermal top","Thermals","SKU24063",80.46,99,"SP10007"
"beige","M","Female","Adults","Thermal top","Thermals","SKU24064",74.8,93.15,"SP10013"
"pink","M","Female","Adults","Thermal top","Thermals","SKU24065",62.23,71.19,"SP10018"
"purple","M","Female","Adults","Thermal top","Thermals","SKU24066",54.01,62.69,"SP10008"
"yellow","M","Female","Adults","Thermal top","Thermals","SKU24067",58.31,68.81,"SP10002"
"orange","M","Female","Adults","Thermal top","Thermals","SKU24068",87.58,103.8,"SP10001"
"burgundy","M","Female","Adults","Thermal top","Thermals","SKU24069",32.76,39.63,"SP10001"
"teal","M","Female","Adults","Thermal top","Thermals","SKU24070",68.16,86.75,"SP10004"
"black","L","Female","Adults","Thermal top","Thermals","SKU24071",87.13,112.85,"SP10005"
"white","L","Female","Adults","Thermal top","Thermals","SKU24072",50.23,58.82,"SP10020"
"blue","L","Female","Adults","Thermal top","Thermals","SKU24073",88.01,105.23,"SP10018"
"gray","L","Female","Adults","Thermal top","Thermals","SKU24074",61.97,73,"SP10013"
"navy","L","Female","Adults","Thermal top","Thermals","SKU24075",44.63,56.21,"SP10004"
"red","L","Female","Adults","Thermal top","Thermals","SKU24076",90.87,110.77,"SP10019"
"green","L","Female","Adults","Thermal top","Thermals","SKU24077",29.19,35.95,"SP10003"
"brown","L","Female","Adults","Thermal top","Thermals","SKU24078",45.13,51.57,"SP10005"
"beige","L","Female","Adults","Thermal top","Thermals","SKU24079",60.97,68.47,"SP10001"
"pink","L","Female","Adults","Thermal top","Thermals","SKU24080",78.08,92.99,"SP10004"
"purple","L","Female","Adults","Thermal top","Thermals","SKU24081",89.44,99.31,"SP10016"
"yellow","L","Female","Adults","Thermal top","Thermals","SKU24082",40.88,48.16,"SP10018"
"orange","L","Female","Adults","Thermal top","Thermals","SKU24083",96.73,122.59,"SP10015"
"burgundy","L","Female","Adults","Thermal top","Thermals","SKU24084",99.33,112.07,"SP10009"
"teal","L","Female","Adults","Thermal top","Thermals","SKU24085",43.11,54.85,"SP10017"
"black","XL","Female","Adults","Thermal top","Thermals","SKU24086",90.23,116.81,"SP10019"
"white","XL","Female","Adults","Thermal top","Thermals","SKU24087",56.17,62.19,"SP10019"
"blue","XL","Female","Adults","Thermal top","Thermals","SKU24088",51.56,62.09,"SP10011"
"gray","XL","Female","Adults","Thermal top","Thermals","SKU24089",96.53,120,"SP10002"
"navy","XL","Female","Adults","Thermal top","Thermals","SKU24090",88.22,98.48,"SP10017"
"red","XL","Female","Adults","Thermal top","Thermals","SKU24091",47.48,60.83,"SP10014"
"green","XL","Female","Adults","Thermal top","Thermals","SKU24092",35.56,45.19,"SP10010"
"brown","XL","Female","Adults","Thermal top","Thermals","SKU24093",32.49,36.19,"SP10017"
"beige","XL","Female","Adults","Thermal top","Thermals","SKU24094",79.32,97.57,"SP10006"
"pink","XL","Female","Adults","Thermal top","Thermals","SKU24095",70.91,82.47,"SP10009"
"purple","XL","Female","Adults","Thermal top","Thermals","SKU24096",21.68,27.7,"SP10016"
"yellow","XL","Female","Adults","Thermal top","Thermals","SKU24097",99.3,128.15,"SP10020"
"orange","XL","Female","Adults","Thermal top","Thermals","SKU24098",31.76,39.28,"SP10014"
"burgundy","XL","Female","Adults","Thermal top","Thermals","SKU24099",38.08,47.19,"SP10019"
"teal","XL","Female","Adults","Thermal top","Thermals","SKU24100",74.52,89.3,"SP10013"
"black","XS","Male","Kids","Thermal bottoms","Thermals","SKU24101",45.45,51.65,"SP10009"
